DATAFLOW,LAST UPDATE,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IE,1987,74.3,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IE,1988,74.4,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IE,1989,74.4,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IE,1990,74.8,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IE,1991,75.0,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IE,1992,75.4,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IE,1993,75.3,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IE,1994,75.8,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IE,1995,75.5,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IE,1996,75.8,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IE,1997,76.0,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IE,1998,76.2,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IE,1999,76.1,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IE,2000,76.6,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IE,2001,77.2,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IE,2002,77.7,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IE,2003,78.2,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IE,2004,78.6,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IE,2005,79.0,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IE,2006,79.3,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IE,2007,79.7,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IE,2008,80.2,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IE,2009,80.2,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IE,2010,80.8,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IE,2011,80.9,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IE,2012,80.9,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IE,2013,81.0,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IE,2014,81.4,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IE,2015,81.5,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IE,2016,81.7,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IE,2017,82.2,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IE,2018,82.2,e
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IE,2019,82.8,e
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,1961,73.5,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,1962,73.7,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,1963,73.0,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,1964,73.5,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,1965,73.8,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,1966,73.3,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,1967,73.8,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,1968,74.0,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,1969,73.7,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,1970,73.8,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,1971,73.5,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,1972,74.4,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,1973,74.4,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,1974,74.4,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,1975,75.5,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,1976,76.9,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,1977,76.3,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,1978,76.6,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,1980,76.8,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,1981,76.4,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,1982,77.0,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,1983,76.7,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,1984,77.6,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,1985,77.6,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,1986,78.0,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,1987,77.3,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,1988,77.1,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,1989,78.2,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,1990,78.1,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,1991,78.0,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,1992,78.8,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,1993,79.0,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,1994,79.3,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,1995,78.0,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,1996,78.8,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,1997,78.9,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,1998,79.7,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,1999,79.4,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,2000,79.7,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,2001,80.7,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,2002,80.6,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,2003,81.0,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,2004,81.1,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,2005,81.5,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,2006,81.2,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,2007,81.5,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,2008,81.6,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,2009,81.8,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,2010,81.9,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,2011,82.4,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,2012,83.0,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,2013,82.1,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,2014,82.9,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,2015,82.5,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,2016,82.2,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,2017,82.6,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,2018,82.9,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,2019,83.2,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IS,2020,83.1,ep
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IT,1985,75.6,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IT,1986,75.9,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IT,1987,76.3,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IT,1988,76.5,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IT,1989,77.0,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IT,1990,77.1,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IT,1991,77.1,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IT,1992,77.5,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IT,1993,77.8,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IT,1994,78.0,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IT,1995,78.3,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IT,1996,78.7,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IT,1997,79.0,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IT,1998,79.1,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IT,1999,79.6,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IT,2000,79.9,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IT,2001,80.3,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IT,2002,80.4,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IT,2003,80.1,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IT,2004,80.9,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IT,2005,80.9,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IT,2006,81.4,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IT,2007,81.6,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IT,2008,81.7,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IT,2009,81.8,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IT,2010,82.2,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IT,2011,82.4,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IT,2012,82.4,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IT,2013,82.9,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IT,2014,83.2,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IT,2015,82.7,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IT,2016,83.4,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IT,2017,83.1,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IT,2018,83.4,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IT,2019,83.6,b
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,IT,2020,82.4,ep
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LI,1994,78.7,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LI,1995,77.5,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LI,1996,76.8,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LI,1997,76.2,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LI,1998,77.9,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LI,1999,79.3,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LI,2000,77.0,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LI,2001,79.3,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LI,2002,79.8,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LI,2003,80.1,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LI,2004,82.0,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LI,2005,80.7,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LI,2006,81.0,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LI,2007,81.4,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LI,2008,82.9,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LI,2009,81.7,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LI,2010,81.8,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LI,2011,81.9,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LI,2012,82.5,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LI,2013,82.5,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LI,2014,82.1,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LI,2015,82.7,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LI,2016,82.3,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LI,2017,83.7,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LI,2018,83.1,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LI,2019,84.3,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LI,2020,81.9,ep
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,1970,71.1,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,1971,72.0,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,1972,71.3,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,1973,71.6,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,1974,71.6,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,1975,71.1,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,1976,71.1,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,1977,71.0,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,1978,70.7,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,1979,70.6,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,1980,70.5,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,1981,70.5,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,1982,70.9,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,1983,70.8,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,1984,70.3,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,1985,70.6,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,1986,72.3,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,1987,72.2,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,1988,72.0,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,1989,71.7,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,1990,71.5,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,1991,70.6,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,1992,70.5,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,1993,69.0,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,1994,68.6,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,1995,69.1,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,1996,70.3,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,1997,71.1,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,1998,71.4,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,1999,71.8,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,2000,72.1,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,2001,71.6,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,2002,71.8,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,2003,72.0,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,2004,72.0,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,2005,71.2,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,2006,71.0,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,2007,70.7,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,2008,71.7,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,2009,72.9,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,2010,73.3,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,2011,73.7,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,2012,74.1,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,2013,74.1,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,2014,74.7,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,2015,74.6,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,2016,74.9,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,2017,75.8,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,2018,76.0,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,2019,76.5,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LT,2020,75.1,ep
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LU,1971,69.6,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LU,1972,70.8,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LU,1973,70.6,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LU,1974,70.7,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LU,1975,70.7,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LU,1976,70.7,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LU,1977,72.1,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LU,1978,72.0,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LU,1979,72.7,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LU,1980,72.8,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LU,1981,72.6,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LU,1982,72.7,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LU,1983,73.5,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LU,1984,73.3,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LU,1985,73.8,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LU,1986,74.7,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LU,1987,74.3,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LU,1988,75.0,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LU,1989,74.9,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LU,1990,75.7,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LU,1991,75.7,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LU,1992,75.3,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LU,1993,76.0,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LU,1994,76.7,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LU,1995,76.8,
ESTAT:DEMO_MLEXPEC(1.0),28/04/21 11:00:00,A,YR,T,Y_LT1,LU,1996,76.8,
