periodo,tramo,pensionistas
2010,"Más de 2.659,42 euros",
2010,"Más de 2.683,35 euros",
2010,"Más de 2.707,50",
2011,Hasta 150 euros,79809.67
2011,"De 150,01 a 250,00",55393.83
2011,"De 250,01 a 300,00",69506.92
2011,"De 300,01 a 350,00",114380.92
2011,"De 350,01 a 400,00",424608.5
2011,"De 400,01 a 450,00",86576.25
2011,"De 450,01 a 500,00",72133.08
2011,"De 500,01 a 550,00",161708.83
2011,"De 500,01 a 540,89",
2011,"De 540,90 a 600,00",
2011,"De 500,01 a 512,99",
2011,"De 513,00 a 600,00",
2011,"De 550,01 a 600,00",911947.58
2011,"De 550,01 a 570,59",
2011,"De 570,60 a 600,00",
2011,"De 600,01 a 700,00",
2011,"De 600,01 a 645,29",
2011,"De 600,01 a 641,39",419026.17
2011,"De 600,01 a 633,29",
2011,"De 600,01 a 623,99",
2011,"De 600,01 a 648,59",
2011,"De 600,01 a 655,19",
2011,"De 600,01 a 650,00",
2011,"De 645,30 a 700,00",
2011,"De 641,40 a 700,00",168925.08
2011,"De 633,30 a 700,00",
2011,"De 624,00 a 700,00",
2011,"De 648,60 a 700,00",
2011,"De 655,20 a 700,00",
2011,"De 650,01 a 707,69",
2011,"De 650,01 a 735,89",
2011,"De 650,01 a 700,00",
2011,"De 700,01 a 750,00",
2011,"De 700,01 a 800,00",551319.17
2011,"De 707,70 a 800,00",
2011,"De 735,90 a 800,00",
2011,"De 750,01 a 800,00",
2011,"De 800,01 a 850,00",
2011,"De 800,01 a 900,00",215044.67
2011,"De 850,01 a 899,99",
2011,"De 850,01 a 900,00",
2011,"De 900,00 a 1000,00",
2011,"De 900,01 a 949,99",
2011,"De 900,01 a 964,99",
2011,"De 900,01 a 1.000,00",217564.83
2011,"De 950,00 a 1.000,00",
2011,"De 965,00 a 1.000,00",
2011,"De 1.000,01 a 1.100,00",210346.75
2011,"De 1.100,01 a 1.200,00",198129.92
2011,"De 1.200,01 a 1.300,00",175717.08
2011,"De 1.300,01 a 1.400,00",145291
2011,"De 1.400,01 a 1.500,00",127372.08
2011,"De 1.500,01 a 1.600,00",122115.5
2011,"De 1.600,01 a 1.700,00",110324
2011,"De 1.700,01 a 1.800,00",89466
2011,"De 1.800,01 a 1.900,00",84367.83
2011,"De 1.900,01 a 2.000,00",70789.5
2011,"De 2.000,01 a 2.100,00",63732.42
2011,"De 2.100,01 a 2.200,00",52727.25
2011,"De 2.200,01 a 2.300,00",48163.75
2011,"De 2.300,01 a 2.400,00",42507.42
2011,"De 2.400,01 a 2.548,10",
2011,"De 2.400,01 a 2.522,87",
2011,"De 2.400,01 a 2.497,89",35981.75
2011,"De 2.400,01 a 2.466,18",
2011,"De 2.400,01 a 2.441,73",
2011,"De 2.300,01 a 2.384,49",
2011,"De 2.200,01 a 2.290,57",
2011,"De 2.100,01 a 2.232,52",
2011,"De 2.400,01 a 2.554,47",
2011,"De 2.400,01 a 2.560,86",
2011,"De 2.100,01 a 2.159,10",
2011,"De 2.400,01 a 2.567,26",
2011,"De 2.400,01 a 2.500,00",
2011,"De 2.548,11 a 2.548,13",
2011,"De 2.522,88 a 2.522,90",
2011,"De 2.497,90 a 2.497,92",111564.5
2011,"De 2.466,19 a 2.466,21",
2011,"De 2.441,74 a 2.441,76",
2011,"De 2.384,50 a 2.384,52",
2011,"De 2.290,58 a 2.290,60",
2011,"De 2.232,53 a 2.232,55",
2011,"De 2.554,48 a 2.554,50",
2011,"De 2.560,87 a 2.560,89",
2011,"De 2.159,11 a 2.159,13",
2011,"De 2.567,27 a 2.567,29",
2011,"De 2.500,01 a 2.573,68",
2011,"De 2.500,01 a 2.580,11",
2011,"De 2.500,01 a 2.600,00",
2011,"Más de 2.548,13 euros",
2011,"Más de 2.522,90 euros",
2011,"Más de 2.497,92 euros",9699.08
2011,"Más de 2.466,21 euros",
2011,"Más de 2.441,76 euros",
2011,"Más de 2.384,52 euros",
2011,"Más de 2.290,60 euros",
2011,"Más de 2.232,55 euros",
2011,"Más de 2.554,50 euros",
2011,"Más de 2.560,89 euros",
2011,"Más de 2.159,13 euros",
2011,"Más de 2.567,29 euros",
2011,"De 2.573,69 a 2.573,71",
2011,"De 2.580,12 a 2.580,14",
2011,"De 2.600,01 a 2.614,94",
2011,"De 2.600,01 a 2.659,39",
2011,"De 2.600,01 a 2.683,32",
2011,"De 2.600,01 a 2.707,47",
2011,"Más de 2.573,71 euros",
2011,"Más de 2.580,14 euros",
2011,"De 2.614,95 a 2.614,97",
2011,"De 2.659,40 a 2.659,42",
2011,"De 2.683,33 a 2.683,35",
2011,"De 2.707,48 a 2.707,50",
2011,"Más de 2.614,97 euros",
2011,"Más de 2.659,42 euros",
2011,"Más de 2.683,35 euros",
2011,"Más de 2.707,50",
2012,Hasta 150 euros,81026.83
2012,"De 150,01 a 250,00",54772.92
2012,"De 250,01 a 300,00",63246.67
2012,"De 300,01 a 350,00",109348.08
2012,"De 350,01 a 400,00",419480.08
2012,"De 400,01 a 450,00",89277.58
2012,"De 450,01 a 500,00",69446.33
2012,"De 500,01 a 550,00",137737.5
2012,"De 500,01 a 540,89",
2012,"De 540,90 a 600,00",
2012,"De 500,01 a 512,99",
2012,"De 513,00 a 600,00",
2012,"De 550,01 a 600,00",892153.67
2012,"De 550,01 a 570,59",
2012,"De 570,60 a 600,00",
2012,"De 600,01 a 700,00",
2012,"De 600,01 a 645,29",
2012,"De 600,01 a 641,39",434448.08
2012,"De 600,01 a 633,29",
2012,"De 600,01 a 623,99",
2012,"De 600,01 a 648,59",
2012,"De 600,01 a 655,19",
2012,"De 600,01 a 650,00",
2012,"De 645,30 a 700,00",
2012,"De 641,40 a 700,00",155427.25
2012,"De 633,30 a 700,00",
2012,"De 624,00 a 700,00",
2012,"De 648,60 a 700,00",
2012,"De 655,20 a 700,00",
2012,"De 650,01 a 707,69",
2012,"De 650,01 a 735,89",
2012,"De 650,01 a 700,00",
2012,"De 700,01 a 750,00",
2012,"De 700,01 a 800,00",574919.42
2012,"De 707,70 a 800,00",
2012,"De 735,90 a 800,00",
2012,"De 750,01 a 800,00",
2012,"De 800,01 a 850,00",
2012,"De 800,01 a 900,00",219162.42
2012,"De 850,01 a 899,99",
2012,"De 850,01 a 900,00",
2012,"De 900,00 a 1000,00",
2012,"De 900,01 a 949,99",
2012,"De 900,01 a 964,99",
2012,"De 900,01 a 1.000,00",219683.5
2012,"De 950,00 a 1.000,00",
2012,"De 965,00 a 1.000,00",
2012,"De 1.000,01 a 1.100,00",215583
2012,"De 1.100,01 a 1.200,00",203415.75
2012,"De 1.200,01 a 1.300,00",182205.42
2012,"De 1.300,01 a 1.400,00",151077
2012,"De 1.400,01 a 1.500,00",132511
2012,"De 1.500,01 a 1.600,00",124933.58
2012,"De 1.600,01 a 1.700,00",116545.75
2012,"De 1.700,01 a 1.800,00",94888.25
2012,"De 1.800,01 a 1.900,00",88979.17
2012,"De 1.900,01 a 2.000,00",77487.75
2012,"De 2.000,01 a 2.100,00",71308.08
2012,"De 2.100,01 a 2.200,00",58837.83
2012,"De 2.200,01 a 2.300,00",52321.92
2012,"De 2.300,01 a 2.400,00",49581.83
2012,"De 2.400,01 a 2.548,10",
2012,"De 2.400,01 a 2.522,87",50907.92
2012,"De 2.400,01 a 2.497,89",
2012,"De 2.400,01 a 2.466,18",
2012,"De 2.400,01 a 2.441,73",
2012,"De 2.300,01 a 2.384,49",
2012,"De 2.200,01 a 2.290,57",
2012,"De 2.100,01 a 2.232,52",
2012,"De 2.400,01 a 2.554,47",
2012,"De 2.400,01 a 2.560,86",
2012,"De 2.100,01 a 2.159,10",
2012,"De 2.400,01 a 2.567,26",
2012,"De 2.400,01 a 2.500,00",
2012,"De 2.548,11 a 2.548,13",
2012,"De 2.522,88 a 2.522,90",127012.75
2012,"De 2.497,90 a 2.497,92",
2012,"De 2.466,19 a 2.466,21",
2012,"De 2.441,74 a 2.441,76",
2012,"De 2.384,50 a 2.384,52",
2012,"De 2.290,58 a 2.290,60",
2012,"De 2.232,53 a 2.232,55",
2012,"De 2.554,48 a 2.554,50",
2012,"De 2.560,87 a 2.560,89",
2012,"De 2.159,11 a 2.159,13",
2012,"De 2.567,27 a 2.567,29",
2012,"De 2.500,01 a 2.573,68",
2012,"De 2.500,01 a 2.580,11",
2012,"De 2.500,01 a 2.600,00",
2012,"Más de 2.548,13 euros",
2012,"Más de 2.522,90 euros",12467.5
2012,"Más de 2.497,92 euros",
2012,"Más de 2.466,21 euros",
2012,"Más de 2.441,76 euros",
2012,"Más de 2.384,52 euros",
2012,"Más de 2.290,60 euros",
2012,"Más de 2.232,55 euros",
2012,"Más de 2.554,50 euros",
2012,"Más de 2.560,89 euros",
2012,"Más de 2.159,13 euros",
2012,"Más de 2.567,29 euros",
2012,"De 2.573,69 a 2.573,71",
2012,"De 2.580,12 a 2.580,14",
2012,"De 2.600,01 a 2.614,94",
2012,"De 2.600,01 a 2.659,39",
2012,"De 2.600,01 a 2.683,32",
2012,"De 2.600,01 a 2.707,47",
2012,"Más de 2.573,71 euros",
2012,"Más de 2.580,14 euros",
2012,"De 2.614,95 a 2.614,97",
2012,"De 2.659,40 a 2.659,42",
2012,"De 2.683,33 a 2.683,35",
2012,"De 2.707,48 a 2.707,50",
2012,"Más de 2.614,97 euros",
2012,"Más de 2.659,42 euros",
2012,"Más de 2.683,35 euros",
2012,"Más de 2.707,50",
2013,Hasta 150 euros,82147.08
2013,"De 150,01 a 250,00",54299.42
2013,"De 250,01 a 300,00",55447.42
2013,"De 300,01 a 350,00",104639.08
2013,"De 350,01 a 400,00",194557.58
2013,"De 400,01 a 450,00",309152.5
2013,"De 450,01 a 500,00",68416.67
2013,"De 500,01 a 550,00",83122.33
2013,"De 500,01 a 540,89",
2013,"De 540,90 a 600,00",
2013,"De 500,01 a 512,99",
2013,"De 513,00 a 600,00",
2013,"De 550,01 a 600,00",892540.58
2013,"De 550,01 a 570,59",
2013,"De 570,60 a 600,00",
2013,"De 600,01 a 700,00",
2013,"De 600,01 a 645,29",464034.58
2013,"De 600,01 a 641,39",
2013,"De 600,01 a 633,29",
2013,"De 600,01 a 623,99",
2013,"De 600,01 a 648,59",
2013,"De 600,01 a 655,19",
2013,"De 600,01 a 650,00",
2013,"De 645,30 a 700,00",145595.92
2013,"De 641,40 a 700,00",
2013,"De 633,30 a 700,00",
2013,"De 624,00 a 700,00",
2013,"De 648,60 a 700,00",
2013,"De 655,20 a 700,00",
2013,"De 650,01 a 707,69",
2013,"De 650,01 a 735,89",
2013,"De 650,01 a 700,00",
2013,"De 700,01 a 750,00",
2013,"De 700,01 a 800,00",589553.92
2013,"De 707,70 a 800,00",
2013,"De 735,90 a 800,00",
2013,"De 750,01 a 800,00",
2013,"De 800,01 a 850,00",
2013,"De 800,01 a 900,00",224612.58
2013,"De 850,01 a 899,99",
2013,"De 850,01 a 900,00",
2013,"De 900,00 a 1000,00",
2013,"De 900,01 a 949,99",
2013,"De 900,01 a 964,99",
2013,"De 900,01 a 1.000,00",222097.83
2013,"De 950,00 a 1.000,00",
2013,"De 965,00 a 1.000,00",
2013,"De 1.000,01 a 1.100,00",243857.33
2013,"De 1.100,01 a 1.200,00",210272.08
2013,"De 1.200,01 a 1.300,00",189301.67
2013,"De 1.300,01 a 1.400,00",159007.58
2013,"De 1.400,01 a 1.500,00",139010.58
2013,"De 1.500,01 a 1.600,00",128226
2013,"De 1.600,01 a 1.700,00",122984.67
2013,"De 1.700,01 a 1.800,00",100336.92
2013,"De 1.800,01 a 1.900,00",92574.08
2013,"De 1.900,01 a 2.000,00",84759.17
2013,"De 2.000,01 a 2.100,00",77426.83
2013,"De 2.100,01 a 2.200,00",65502.92
2013,"De 2.200,01 a 2.300,00",59189.92
2013,"De 2.300,01 a 2.400,00",54869.83
2013,"De 2.400,01 a 2.548,10",70625.75
2013,"De 2.400,01 a 2.522,87",
2013,"De 2.400,01 a 2.497,89",
2013,"De 2.400,01 a 2.466,18",
2013,"De 2.400,01 a 2.441,73",
2013,"De 2.300,01 a 2.384,49",
2013,"De 2.200,01 a 2.290,57",
2013,"De 2.100,01 a 2.232,52",
2013,"De 2.400,01 a 2.554,47",
2013,"De 2.400,01 a 2.560,86",
2013,"De 2.100,01 a 2.159,10",
2013,"De 2.400,01 a 2.567,26",
2013,"De 2.400,01 a 2.500,00",
2013,"De 2.548,11 a 2.548,13",147083.92
2013,"De 2.522,88 a 2.522,90",
2013,"De 2.497,90 a 2.497,92",
2013,"De 2.466,19 a 2.466,21",
2013,"De 2.441,74 a 2.441,76",
2013,"De 2.384,50 a 2.384,52",
2013,"De 2.290,58 a 2.290,60",
2013,"De 2.232,53 a 2.232,55",
2013,"De 2.554,48 a 2.554,50",
2013,"De 2.560,87 a 2.560,89",
2013,"De 2.159,11 a 2.159,13",
2013,"De 2.567,27 a 2.567,29",
2013,"De 2.500,01 a 2.573,68",
2013,"De 2.500,01 a 2.580,11",
2013,"De 2.500,01 a 2.600,00",
2013,"Más de 2.548,13 euros",16217.83
2013,"Más de 2.522,90 euros",
2013,"Más de 2.497,92 euros",
2013,"Más de 2.466,21 euros",
2013,"Más de 2.441,76 euros",
2013,"Más de 2.384,52 euros",
2013,"Más de 2.290,60 euros",
2013,"Más de 2.232,55 euros",
2013,"Más de 2.554,50 euros",
2013,"Más de 2.560,89 euros",
2013,"Más de 2.159,13 euros",
2013,"Más de 2.567,29 euros",
2013,"De 2.573,69 a 2.573,71",
2013,"De 2.580,12 a 2.580,14",
2013,"De 2.600,01 a 2.614,94",
2013,"De 2.600,01 a 2.659,39",
2013,"De 2.600,01 a 2.683,32",
2013,"De 2.600,01 a 2.707,47",
2013,"Más de 2.573,71 euros",
2013,"Más de 2.580,14 euros",
2013,"De 2.614,95 a 2.614,97",
2013,"De 2.659,40 a 2.659,42",
2013,"De 2.683,33 a 2.683,35",
2013,"De 2.707,48 a 2.707,50",
2013,"Más de 2.614,97 euros",
2013,"Más de 2.659,42 euros",
2013,"Más de 2.683,35 euros",
2013,"Más de 2.707,50",
2014,Hasta 150 euros,84565.75
2014,"De 150,01 a 250,00",55325.83
2014,"De 250,01 a 300,00",53480.17
2014,"De 300,01 a 350,00",104973.83
2014,"De 350,01 a 400,00",196347.08
2014,"De 400,01 a 450,00",299593.92
2014,"De 450,01 a 500,00",70155.33
2014,"De 500,01 a 550,00",80668.5
2014,"De 500,01 a 540,89",
2014,"De 540,90 a 600,00",
2014,"De 500,01 a 512,99",
2014,"De 513,00 a 600,00",
2014,"De 550,01 a 600,00",194487.17
2014,"De 550,01 a 570,59",
2014,"De 570,60 a 600,00",
2014,"De 600,01 a 700,00",
2014,"De 600,01 a 645,29",1147911.5
2014,"De 600,01 a 641,39",
2014,"De 600,01 a 633,29",
2014,"De 600,01 a 623,99",
2014,"De 600,01 a 648,59",
2014,"De 600,01 a 655,19",
2014,"De 600,01 a 650,00",
2014,"De 645,30 a 700,00",152551.08
2014,"De 641,40 a 700,00",
2014,"De 633,30 a 700,00",
2014,"De 624,00 a 700,00",
2014,"De 648,60 a 700,00",
2014,"De 655,20 a 700,00",
2014,"De 650,01 a 707,69",
2014,"De 650,01 a 735,89",
2014,"De 650,01 a 700,00",
2014,"De 700,01 a 750,00",
2014,"De 700,01 a 800,00",595502
2014,"De 707,70 a 800,00",
2014,"De 735,90 a 800,00",
2014,"De 750,01 a 800,00",
2014,"De 800,01 a 850,00",
2014,"De 800,01 a 900,00",231066.33
2014,"De 850,01 a 899,99",
2014,"De 850,01 a 900,00",
2014,"De 900,00 a 1000,00",
2014,"De 900,01 a 949,99",
2014,"De 900,01 a 964,99",
2014,"De 900,01 a 1.000,00",229471.42
2014,"De 950,00 a 1.000,00",
2014,"De 965,00 a 1.000,00",
2014,"De 1.000,01 a 1.100,00",248491.5
2014,"De 1.100,01 a 1.200,00",215257.25
2014,"De 1.200,01 a 1.300,00",195180.17
2014,"De 1.300,01 a 1.400,00",164806
2014,"De 1.400,01 a 1.500,00",144061.17
2014,"De 1.500,01 a 1.600,00",132156.83
2014,"De 1.600,01 a 1.700,00",126667.92
2014,"De 1.700,01 a 1.800,00",103736.83
2014,"De 1.800,01 a 1.900,00",95358
2014,"De 1.900,01 a 2.000,00",88605.08
2014,"De 2.000,01 a 2.100,00",81264.92
2014,"De 2.100,01 a 2.200,00",71512.67
2014,"De 2.200,01 a 2.300,00",63756.75
2014,"De 2.300,01 a 2.400,00",59407.5
2014,"De 2.400,01 a 2.548,10",
2014,"De 2.400,01 a 2.522,87",
2014,"De 2.400,01 a 2.497,89",
2014,"De 2.400,01 a 2.466,18",
2014,"De 2.400,01 a 2.441,73",
2014,"De 2.300,01 a 2.384,49",
2014,"De 2.200,01 a 2.290,57",
2014,"De 2.100,01 a 2.232,52",
2014,"De 2.400,01 a 2.554,47",85676.17
2014,"De 2.400,01 a 2.560,86",
2014,"De 2.100,01 a 2.159,10",
2014,"De 2.400,01 a 2.567,26",
2014,"De 2.400,01 a 2.500,00",
2014,"De 2.548,11 a 2.548,13",
2014,"De 2.522,88 a 2.522,90",
2014,"De 2.497,90 a 2.497,92",
2014,"De 2.466,19 a 2.466,21",
2014,"De 2.441,74 a 2.441,76",
2014,"De 2.384,50 a 2.384,52",
2014,"De 2.290,58 a 2.290,60",
2014,"De 2.232,53 a 2.232,55",
2014,"De 2.554,48 a 2.554,50",168301.67
2014,"De 2.560,87 a 2.560,89",
2014,"De 2.159,11 a 2.159,13",
2014,"De 2.567,27 a 2.567,29",
2014,"De 2.500,01 a 2.573,68",
2014,"De 2.500,01 a 2.580,11",
2014,"De 2.500,01 a 2.600,00",
2014,"Más de 2.548,13 euros",
2014,"Más de 2.522,90 euros",
2014,"Más de 2.497,92 euros",
2014,"Más de 2.466,21 euros",
2014,"Más de 2.441,76 euros",
2014,"Más de 2.384,52 euros",
2014,"Más de 2.290,60 euros",
2014,"Más de 2.232,55 euros",
2014,"Más de 2.554,50 euros",18623.25
2014,"Más de 2.560,89 euros",
2014,"Más de 2.159,13 euros",
2014,"Más de 2.567,29 euros",
2014,"De 2.573,69 a 2.573,71",
2014,"De 2.580,12 a 2.580,14",
2014,"De 2.600,01 a 2.614,94",
2014,"De 2.600,01 a 2.659,39",
2014,"De 2.600,01 a 2.683,32",
2014,"De 2.600,01 a 2.707,47",
2014,"Más de 2.573,71 euros",
2014,"Más de 2.580,14 euros",
2014,"De 2.614,95 a 2.614,97",
2014,"De 2.659,40 a 2.659,42",
2014,"De 2.683,33 a 2.683,35",
2014,"De 2.707,48 a 2.707,50",
2014,"Más de 2.614,97 euros",
2014,"Más de 2.659,42 euros",
2014,"Más de 2.683,35 euros",
2014,"Más de 2.707,50",
2015,Hasta 150 euros,86859.33
2015,"De 150,01 a 250,00",56008.58
2015,"De 250,01 a 300,00",51555.42
2015,"De 300,01 a 350,00",103919.33
2015,"De 350,01 a 400,00",197047.33
2015,"De 400,01 a 450,00",288723.25
2015,"De 450,01 a 500,00",70744.42
2015,"De 500,01 a 550,00",78452.33
2015,"De 500,01 a 540,89",
2015,"De 540,90 a 600,00",
2015,"De 500,01 a 512,99",
2015,"De 513,00 a 600,00",
2015,"De 550,01 a 600,00",175735.25
2015,"De 550,01 a 570,59",
2015,"De 570,60 a 600,00",
2015,"De 600,01 a 700,00",
2015,"De 600,01 a 645,29",
2015,"De 600,01 a 641,39",
2015,"De 600,01 a 633,29",
2015,"De 600,01 a 623,99",
2015,"De 600,01 a 648,59",1154227.17
2015,"De 600,01 a 655,19",
2015,"De 600,01 a 650,00",
2015,"De 645,30 a 700,00",
2015,"De 641,40 a 700,00",
2015,"De 633,30 a 700,00",
2015,"De 624,00 a 700,00",
2015,"De 648,60 a 700,00",148523.67
2015,"De 655,20 a 700,00",
2015,"De 650,01 a 707,69",
2015,"De 650,01 a 735,89",
2015,"De 650,01 a 700,00",
2015,"De 700,01 a 750,00",
2015,"De 700,01 a 800,00",596779.33
2015,"De 707,70 a 800,00",
2015,"De 735,90 a 800,00",
2015,"De 750,01 a 800,00",
2015,"De 800,01 a 850,00",
2015,"De 800,01 a 900,00",238457.75
2015,"De 850,01 a 899,99",
2015,"De 850,01 a 900,00",
2015,"De 900,00 a 1000,00",
2015,"De 900,01 a 949,99",
2015,"De 900,01 a 964,99",
2015,"De 900,01 a 1.000,00",234038.08
2015,"De 950,00 a 1.000,00",
2015,"De 965,00 a 1.000,00",
2015,"De 1.000,01 a 1.100,00",251910.58
2015,"De 1.100,01 a 1.200,00",219537
2015,"De 1.200,01 a 1.300,00",199600.25
2015,"De 1.300,01 a 1.400,00",169477.5
2015,"De 1.400,01 a 1.500,00",148712.67
2015,"De 1.500,01 a 1.600,00",135514.08
2015,"De 1.600,01 a 1.700,00",129465.58
2015,"De 1.700,01 a 1.800,00",107360.08
2015,"De 1.800,01 a 1.900,00",98364.58
2015,"De 1.900,01 a 2.000,00",92205.33
2015,"De 2.000,01 a 2.100,00",85151
2015,"De 2.100,01 a 2.200,00",77983.33
2015,"De 2.200,01 a 2.300,00",68380.25
2015,"De 2.300,01 a 2.400,00",63570.58
2015,"De 2.400,01 a 2.548,10",
2015,"De 2.400,01 a 2.522,87",
2015,"De 2.400,01 a 2.497,89",
2015,"De 2.400,01 a 2.466,18",
2015,"De 2.400,01 a 2.441,73",
2015,"De 2.300,01 a 2.384,49",
2015,"De 2.200,01 a 2.290,57",
2015,"De 2.100,01 a 2.232,52",
2015,"De 2.400,01 a 2.554,47",
2015,"De 2.400,01 a 2.560,86",103552.5
2015,"De 2.100,01 a 2.159,10",
2015,"De 2.400,01 a 2.567,26",
2015,"De 2.400,01 a 2.500,00",
2015,"De 2.548,11 a 2.548,13",
2015,"De 2.522,88 a 2.522,90",
2015,"De 2.497,90 a 2.497,92",
2015,"De 2.466,19 a 2.466,21",
2015,"De 2.441,74 a 2.441,76",
2015,"De 2.384,50 a 2.384,52",
2015,"De 2.290,58 a 2.290,60",
2015,"De 2.232,53 a 2.232,55",
2015,"De 2.554,48 a 2.554,50",
2015,"De 2.560,87 a 2.560,89",189595.33
2015,"De 2.159,11 a 2.159,13",
2015,"De 2.567,27 a 2.567,29",
2015,"De 2.500,01 a 2.573,68",
2015,"De 2.500,01 a 2.580,11",
2015,"De 2.500,01 a 2.600,00",
2015,"Más de 2.548,13 euros",
2015,"Más de 2.522,90 euros",
2015,"Más de 2.497,92 euros",
2015,"Más de 2.466,21 euros",
2015,"Más de 2.441,76 euros",
2015,"Más de 2.384,52 euros",
2015,"Más de 2.290,60 euros",
2015,"Más de 2.232,55 euros",
2015,"Más de 2.554,50 euros",
2015,"Más de 2.560,89 euros",20455.67
2015,"Más de 2.159,13 euros",
2015,"Más de 2.567,29 euros",
2015,"De 2.573,69 a 2.573,71",
2015,"De 2.580,12 a 2.580,14",
2015,"De 2.600,01 a 2.614,94",
2015,"De 2.600,01 a 2.659,39",
2015,"De 2.600,01 a 2.683,32",
2015,"De 2.600,01 a 2.707,47",
2015,"Más de 2.573,71 euros",
2015,"Más de 2.580,14 euros",
2015,"De 2.614,95 a 2.614,97",
2015,"De 2.659,40 a 2.659,42",
2015,"De 2.683,33 a 2.683,35",
2015,"De 2.707,48 a 2.707,50",
2015,"Más de 2.614,97 euros",
2015,"Más de 2.659,42 euros",
2015,"Más de 2.683,35 euros",
2015,"Más de 2.707,50",
2016,Hasta 150 euros,88974.83
2016,"De 150,01 a 250,00",56775.08
2016,"De 250,01 a 300,00",49919.92
2016,"De 300,01 a 350,00",102376.67
2016,"De 350,01 a 400,00",196724.75
2016,"De 400,01 a 450,00",277904.5
2016,"De 450,01 a 500,00",71495
2016,"De 500,01 a 550,00",77197.33
2016,"De 500,01 a 540,89",
2016,"De 540,90 a 600,00",
2016,"De 500,01 a 512,99",
2016,"De 513,00 a 600,00",
2016,"De 550,01 a 600,00",159813.08
2016,"De 550,01 a 570,59",
2016,"De 570,60 a 600,00",
2016,"De 600,01 a 700,00",
2016,"De 600,01 a 645,29",
2016,"De 600,01 a 641,39",
2016,"De 600,01 a 633,29",
2016,"De 600,01 a 623,99",
2016,"De 600,01 a 648,59",
2016,"De 600,01 a 655,19",1167727.17
2016,"De 600,01 a 650,00",
2016,"De 645,30 a 700,00",
2016,"De 641,40 a 700,00",
2016,"De 633,30 a 700,00",
2016,"De 624,00 a 700,00",
2016,"De 648,60 a 700,00",
2016,"De 655,20 a 700,00",135035.08
2016,"De 650,01 a 707,69",
2016,"De 650,01 a 735,89",
2016,"De 650,01 a 700,00",
2016,"De 700,01 a 750,00",
2016,"De 700,01 a 800,00",598652.08
2016,"De 707,70 a 800,00",
2016,"De 735,90 a 800,00",
2016,"De 750,01 a 800,00",
2016,"De 800,01 a 850,00",
2016,"De 800,01 a 900,00",247402.08
2016,"De 850,01 a 899,99",
2016,"De 850,01 a 900,00",
2016,"De 900,00 a 1000,00",
2016,"De 900,01 a 949,99",
2016,"De 900,01 a 964,99",
2016,"De 900,01 a 1.000,00",239321.5
2016,"De 950,00 a 1.000,00",
2016,"De 965,00 a 1.000,00",
2016,"De 1.000,01 a 1.100,00",255255.92
2016,"De 1.100,01 a 1.200,00",224231.75
2016,"De 1.200,01 a 1.300,00",204267.67
2016,"De 1.300,01 a 1.400,00",174209.58
2016,"De 1.400,01 a 1.500,00",153495.67
2016,"De 1.500,01 a 1.600,00",138759
2016,"De 1.600,01 a 1.700,00",132613.17
2016,"De 1.700,01 a 1.800,00",111106.08
2016,"De 1.800,01 a 1.900,00",101740.5
2016,"De 1.900,01 a 2.000,00",95799.5
2016,"De 2.000,01 a 2.100,00",88737.17
2016,"De 2.100,01 a 2.200,00",84426.92
2016,"De 2.200,01 a 2.300,00",73685.67
2016,"De 2.300,01 a 2.400,00",67452
2016,"De 2.400,01 a 2.548,10",
2016,"De 2.400,01 a 2.522,87",
2016,"De 2.400,01 a 2.497,89",
2016,"De 2.400,01 a 2.466,18",
2016,"De 2.400,01 a 2.441,73",
2016,"De 2.300,01 a 2.384,49",
2016,"De 2.200,01 a 2.290,57",
2016,"De 2.100,01 a 2.232,52",
2016,"De 2.400,01 a 2.554,47",
2016,"De 2.400,01 a 2.560,86",
2016,"De 2.100,01 a 2.159,10",
2016,"De 2.400,01 a 2.567,26",123474.42
2016,"De 2.400,01 a 2.500,00",
2016,"De 2.548,11 a 2.548,13",
2016,"De 2.522,88 a 2.522,90",
2016,"De 2.497,90 a 2.497,92",
2016,"De 2.466,19 a 2.466,21",
2016,"De 2.441,74 a 2.441,76",
2016,"De 2.384,50 a 2.384,52",
2016,"De 2.290,58 a 2.290,60",
2016,"De 2.232,53 a 2.232,55",
2016,"De 2.554,48 a 2.554,50",
2016,"De 2.560,87 a 2.560,89",
2016,"De 2.159,11 a 2.159,13",
2016,"De 2.567,27 a 2.567,29",209483.83
2016,"De 2.500,01 a 2.573,68",
2016,"De 2.500,01 a 2.580,11",
2016,"De 2.500,01 a 2.600,00",
2016,"Más de 2.548,13 euros",
2016,"Más de 2.522,90 euros",
2016,"Más de 2.497,92 euros",
2016,"Más de 2.466,21 euros",
2016,"Más de 2.441,76 euros",
2016,"Más de 2.384,52 euros",
2016,"Más de 2.290,60 euros",
2016,"Más de 2.232,55 euros",
2016,"Más de 2.554,50 euros",
2016,"Más de 2.560,89 euros",
2016,"Más de 2.159,13 euros",
2016,"Más de 2.567,29 euros",23893.75
2016,"De 2.573,69 a 2.573,71",
2016,"De 2.580,12 a 2.580,14",
2016,"De 2.600,01 a 2.614,94",
2016,"De 2.600,01 a 2.659,39",
2016,"De 2.600,01 a 2.683,32",
2016,"De 2.600,01 a 2.707,47",
2016,"Más de 2.573,71 euros",
2016,"Más de 2.580,14 euros",
2016,"De 2.614,95 a 2.614,97",
2016,"De 2.659,40 a 2.659,42",
2016,"De 2.683,33 a 2.683,35",
